Total Label: 5065


Location			Name								Type
803d203c			CV_WORLD_0								Data Label
80128088			CMD_WETJELLYFISH								Data Label
80165600			_ctors								Data Label
8011db28			D3DTEXTUREDIRECTENCODE								Data Label
803d47e8			opptub_action								Data Label
8010a5c0			D3DSIMPLERENDERSTATEENCODE								Data Label
80210198			vpCurrent								Data Label
803d49c4			edSfxGlobalCount								Data Label
803d2dc8			WBMASKLEFTRAD								Data Label
80165838			impure_data								Data Label
80136ba0			j_bd								Data Label
803d4050			LastReadIssued								Data Label
803ac748			TempScanStack								Data Label
803d241c			gamecut_newlevel								Data Label
803d4350			GemPath								Data Label
803d2818			NoSoundPlease								Data Label
803d49cc			edbits_base_scene								Data Label
803d435c			nRAILS								Data Label
803d2308			PARTICLESIZE								Data Label
803d3ed8			BootInfo								Data Label
8033f31c			PDeb								Data Label
803c8a34			PS2_SCRATCH_BASE								Data Label
8012dbd8			CrabAnim								Data Label
803d43bc			death_time								Data Label
803d4008			status								Data Label
80144328			tSAVEGAME								Data Label
80121b38			PadChanMask								Data Label
803d2c9c			OIDENGPITCH								Data Label
803d4720			WallOfFireAngleY								Data Label
80338140			GenericTrail								Data Label
803d2ce8			ZoffaAlter								Data Label
80126ce4			CMD_DINGODILEFIRE								Data Label
803d2f98			hide								Data Label
803d47ac			mg_wumpa_issue_wait								Data Label
803d3174			dynamicWaterDropMinScale								Data Label
803d201c			CV_LIGHT_DIRECTION								Data Label
803d3220			saveload_error								Data Label
803d40d8			__PADSpec								Data Label
801227c8			D3DTEXTUREDIRECTENCODE								Data Label
80127d28			CMD_DYNO								Data Label
803d3d80			g_dwFreeRT								Data Label
801203a0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d486c			ActiveAsteroidListNum								Data Label
801259ac			CMD_WIZARD								Data Label
803d346c			xytype								Data Label
803d2bd4			BEENHITBUZZTIME								Data Label
80144cb0			BossCollScale								Data Label
803d5694			@158								Data Label
803d2eb8			SkipLeftC								Data Label
803d4568			roofon								Data Label
80350918			IconMainDraw								Data Label
80222a00			...bss.0								Data Label
803d303c			ropev1								Data Label
803d47dc			carpet_time								Data Label
80169d40			switchdataD_80169d40								Data Label
803d2454			FONT3D_JSCALEX								Data Label
803d3fbc			bootInfo								Data Label
80120344			D3DDIRTYFROMTEXTURESTATE								Data Label
8013c828			EndChase								Data Label
80104eb4			D3DDIRTYFROMTEXTURESTATE								Data Label
8012f768			MineCartAnim								Data Label
8012c6c0			CrashAnim_MINETUB								Data Label
803d57a0			@112								Data Label
803d430c			LEVELAITYPES								Data Label
80133748			Space_EARTH_2CRYSTALS_PlayList								Data Label
803d56c0			@121								Data Label
803d2f24			RockPanelScale								Data Label
8013ce40			bgloadpos								Data Label
803d4288			__GXOverflowCount								Data Label
803d4ab4			CurTrackInfo								Data Label
803d2ca4			OIDZOFPITCH								Data Label
803d2484			pause_dir								Data Label
803d46f0			JeepBaseAng								Data Label
803d4b54			bpointer								Data Label
8016a2a0			GXPal528IntDf								Data Label
803d3fc8			AutoFinishing								Data Label
803d481c			Level_GliderCentreX								Data Label
803d5118			zero								Data Label
803d3ef0			AreWeInitialized								Data Label
803d2e88			WRStartAng								Data Label
80143da0			tGEMS								Data Label
801191a0			D3DTEXTUREDIRECTENCODE								Data Label
80214b50			GS_TexWrapMode_t								Data Label
8012e598			CrashBatAnim								Data Label
80162ba0			TimerStrings								Data Label
803d2d00			PropRad								Data Label
803d2fc0			testeffect								Data Label
803d2398			c_slot								Data Label
803d4af0			haze_surf								Data Label
803d40ac			message$332								Data Label
803d5784			@197								Data Label
803d3ef8			__OSInIPL								Data Label
803d4884			VulnerableB								Data Label
803d40a8			FBSet								Data Label
80136e68			JungleRumbleModelList								Data Label
8012dd28			GeckoAnim								Data Label
8016e68c			StoredLights								Data Label
803d4ce8			one								Data Label
803ccce4			GS_MatView								Data Label
803d4898			FlyingLevelVictoryDanceTimer								Data Label
8012e6e8			ZoffaTinyAnim								Data Label
803d22ec			cc1								Data Label
803d2fd4			localframecount.156								Data Label
80165bdc			@82								Data Label
803d3080			GLASSPLAYERFADE								Data Label
8021aa98			bb2Buf								Data Label
803d2260			DRAINWAWADY								Data Label
803d3170			dynamicWaterDropFrequency								Data Label
803d25fc			POINTWAIT								Data Label
803d4b9c			GS_CurrentMaterialDiffuseGX								Data Label
80232a40			gxData								Data Label
803d3ee0			BI2DebugFlagHolder								Data Label
803d57d0			@125								Data Label
803d2524			TT_RELICY								Data Label
803d3c4a			JCamAngX.209								Data Label
803d16c0			SS_DTKTrack								Data Label
803d41d0			__AXOsTime								Data Label
80169ce0			@389								Data Label
80319374			texanimbuff								Data Label
80143a88			tTIMETRIAL								Data Label
80169f58			GXNtsc480IntAa								Data Label
803d2c28			WBTARGLIMX								Data Label
803d4a78			ScaleTerrain								Data Label
803d27e4			fade_rate								Data Label
80128574			CMD_ROBIN								Data Label
803d2ba8			DebugCreature								Data Label
803d3fd8			CancelCallback								Data Label
803d55fc			@95								Data Label
803d496c			debris_chunk_control_stack_index								Data Label
803d4840			GliderBulletReflectMtx								Data Label
803d2e00			WBANGSCALE3								Data Label
803d3494			refract								Data Label
803d457c			font3d_xmid								Data Label
801193a0			D3DSIMPLERENDERSTATEENCODE								Data Label
8016a898			p2f$194								Data Label
80218f98			...bss.0								Data Label
803d23bc			plr_render								Data Label
803d4724			FireBossWaterSoundTimer								Data Label
8016bb6c			CutScene								Data Label
803d55e8			_half$localstatic0$sqrt__Ff								Data Label
801678bc			@72								Data Label
80319154			tumble_newpos								Data Label
803d4aa0			WallSplCount								Data Label
80135fec			Deb3Info								Data Label
8012fdf8			CrashLegsAnim								Data Label
80306a9c			groff								Data Label
803d2e0c			WBLeftStartFrame								Data Label
803d27cc			font3d_scene2								Data Label
803d32c8			fontShift								Data Label
803d3264			maxblend_cntcnt								Data Label
80144970			tFSERR2								Data Label
803d28fc			mg_scoremaxgibber								Data Label
803d4390			vtog_duration								Data Label
8032d06c			death_obj								Data Label
8011923c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d3bf0			drain_wawa_model								Data Label
803d4a5c			ShadPoly								Data Label
803d2438			HUBHOLOSCALE								Data Label
80169958			ResetFunctionInfo								Data Label
803d2ddc			WBSKELTIMERAND								Data Label
803d20e4			ver_string								Data Label
8012b4fc			AIType								Data Label
8010af08			D3DSIMPLERENDERSTATEENCODE								Data Label
803d321c			saveload_cardtype								Data Label
803d3260			maxblend_cnt								Data Label
80214f60			__block_for_flushtracks								Data Label
803d4624			tt_sy								Data Label
80143410			LanguageName								Data Label
803d2630			Bonus								Data Label
80318dcc			cpGOTO								Data Label
80144538			tFAILEDTODELETE								Data Label
803d44c8			in_f_friction								Data Label
803d3f9c			MaxEntryNum								Data Label
803d42e0			__PADFixBits								Data Label
803d310c			sinetime.246								Data Label
803d2a48			PANELCANVASSCALE								Data Label
803d250c			new_level								Data Label
803d4734			FireBossWon								Data Label
8012ee20			LoLoAnim								Data Label
803d3f7c			SaveEnd								Data Label
803d2eb0			SkipLeftA								Data Label
803d34b0			cur_skin_verts								Data Label
801215f4			D3DDIRTYFROMTEXTURESTATE								Data Label
8034cdec			GunBoatList								Data Label
803d4a48			curSphereter								Data Label
80121410			D3DSIMPLERENDERSTATEENCODE								Data Label
80165458			Lockupbuffer2								Data Label
803d47e0			carpet_panelpos								Data Label
803d290c			mg_scoregibberratey								Data Label
8012ec70			IceCubeAnim								Data Label
80120770			D3DTEXTUREDIRECTENCODE								Data Label
8011f720			D3DSIMPLERENDERSTATEENCODE								Data Label
8032cd3c			PauseTimer								Data Label
803d2d74			WBTZ								Data Label
8016a558			@34								Data Label
80167350			@117								Data Label
803d31e8			malloced								Data Label
803d331c			GS_BlendSrc								Data Label
8012e070			ElephantAnim								Data Label
80124b84			CMD_PENGUINP								Data Label
80167350			...data.0								Data Label
801209b0			D3DTEXTUREDIRECTENCODE								Data Label
80169968			SectorSizeTable								Data Label
803d33b0			QuadListColour								Data Label
803d2dac			LocIndx								Data Label
80144da0			TempY.180								Data Label
803d2cb8			GLIDENGRUMBLESLOPE								Data Label
803d4470			tumble_time								Data Label
803d4c68			tiny								Data Label
801660f4			@361								Data Label
803d4c98			one								Data Label
803d4d08			tiny								Data Label
803d22d8			tLeftRail								Data Label
803d3130			nurndr_forced_mtl_table								Data Label
803d3284			currentfd								Data Label
8033f310			ring_pos								Data Label
803d3240			VBSize								Data Label
803d4120			__ai_src_time_end								Data Label
803d4774			PadData								Data Label
803d30f0			dynamic_glass_item_cnt								Data Label
803d274c			memcard_savemessage_delay								Data Label
803d388c			lc_ctype.3								Data Label
803d45d0			hubleveltext_level								Data Label
80167a64			@42								Data Label
803d432c			temp_iRAIL								Data Label
803d2e54			TargetScale								Data Label
803d4d58			P4								Data Label
803d44b8			plr_target_found								Data Label
803d2b48			gamesfx_effect_volume								Data Label
803d3280			seekoffset								Data Label
803d39b8			GXTexImage3Ids								Data Label
803d248c			cortex_gameover_i								Data Label
803d2f04			FORMPITCH								Data Label
803d4674			AshesMechInZ								Data Label
800d4ffc			PCclose								Data Label
8016a2dc			GXPal528Int								Data Label
803d4888			VulnerableRad								Data Label
803d3190			dynamicWaterInitialised								Data Label
80161cdc			REMAP_JUNGLERUMBLE								Data Label
803d4c00			pi								Data Label
801446b8			tDAMAGED								Data Label
8013c5e8			PData								Data Label
8034e2ac			BattleShipList								Data Label
803192a8			chardatfilename								Data Label
803d30c8			current_lights_stored								Data Label
803d3d14			parprog								Data Label
801204f8			D3DDIRTYFROMRENDERSTATE								Data Label
803d4108			min_wait								Data Label
80143f98			tDOUBLEJUMPTEXT								Data Label
803d3060			glass_mix								Data Label
8011eb18			D3DTEXTUREDIRECTENCODE								Data Label
80166764			@30								Data Label
803d4088			changed								Data Label
8024c974			Rail								Data Label
803027f8			BugArea								Data Label
803d30ac			numlights								Data Label
80343830			WeatherBossTargetVel								Data Label
803d3990			GXTexMode0Ids								Data Label
803d208c			CV_UV_OFFSETS_2								Data Label
803d49d8			edgra_units_used								Data Label
803543f4			EarthBossAimVelocity								Data Label
8016ce04			smtx								Data Label
803d3e24			__AMFreeBytes								Data Label
803d2648			ttty								Data Label
803d2990			MECHSTANDINGJUMPPAUSEFRAME								Data Label
803d2b58			testglobalsfx								Data Label
803d48e0			RockPanelRotX								Data Label
801335a8			Space_EARTH_1STLEVEL_PlayList								Data Label
80127494			CMD_LIZARDAB								Data Label
803469e4			FreeGliderBulletList								Data Label
803d45dc			new_hub_flags								Data Label
803d22f8			Blend.183								Data Label
8021ab48			AlarmForWA								Data Label
801227d8			D3DDIRTYFROMRENDERSTATE								Data Label
80330a7c			JeepFollowSpline								Data Label
8011ace0			D3DDIRTYFROMRENDERSTATE								Data Label
80122da4			D3DDIRTYFROMRENDERSTATE								Data Label
803d3404			SS_Paused								Data Label
802367a0			LevelAIType								Data Label
80214c90			__AMReadInfo								Data Label
80104920			__CTOR_LIST__								Data Label
803d243c			gauntletFarOffset								Data Label
80144d28			WRStartPos								Data Label
803d4bf8			one								Data Label
802140c8			memfiles								Data Label
801657c1			cmderrstr2								Data Label
803d3290			amread								Data Label
803d29c0			FASTMINECARTMUL								Data Label
8012e208			LionAnim								Data Label
8013c510			TerSurface								Data Label
803d2fc4			scaneffect								Data Label
801e11a8			vtx2.271								Data Label
803d3088			ANGELGLASSMIX								Data Label
80169f94			GXNtsc480Prog								Data Label
803d4b60			PadDemoEnd								Data Label
8013c8ec			creditsdircol								Data Label
80105810			D3DDIRTYFROMRENDERSTATE								Data Label
803d4358			best_cRPos								Data Label
803d27dc			fadeval								Data Label
803d3e38			__DTKTempState								Data Label
80361888			object_switches								Data Label
8020e718			labtab								Data Label
8012e568			BatAnim								Data Label
803d444c			bonus_lives								Data Label
803d3be6			drain_wawa_yrot								Data Label
8015fa18			glass_col								Data Label
80167ba8			taps								Data Label
802332a0			SecParams								Data Label
8012e778			HovaBlimpAnim								Data Label
803d56e8			@138								Data Label
803d2a7c			BONUSLIVESTXTSX								Data Label
803d2470			i_demolevel								Data Label
803d2f5c			RADARSCALE								Data Label
80135240			GameCut_WEATHER_4CRYSTALS								Data Label
803d3ce0			zy								Data Label
80319190			plr_target_dir								Data Label
8035090c			BazookaTokenCurrentPos								Data Label
803d591c			T								Data Label
803d3244			BasisVBSize								Data Label
803d4bc4			TVertices2								Data Label
803d4998			edanim_mtl								Data Label
803d2be8			TorpedoTime								Data Label
8013c880			lcutambcol								Data Label
8021ab70			AlarmForTimeout								Data Label
8012fe28			LabGuyAnim								Data Label
803d4154			__ARQRequestTailHi								Data Label
803d4eb0			C2								Data Label
8011f9ac			D3DSIMPLERENDERSTATEENCODE								Data Label
803d3d95			sfx_volume								Data Label
803d3d64			g_dwRenderHeight								Data Label
8012e160			BirdAnim								Data Label
803d41e8			__AXSpbAL								Data Label
803bc9e0			NuRndrFootData								Data Label
803d2554			DRAWWUMPAS								Data Label
803250e4			TempLights								Data Label
803d4ba0			GS_CurrentMaterialEmissive								Data Label
803d422c			__AXProfileInitialized								Data Label
803d2414			gamecut_start								Data Label
803d4f18			pio4								Data Label
80166618			@64								Data Label
8026b6c8			NuTrigTable								Data Label
803d48f8			RumbleDisplayY								Data Label
80169838			@265								Data Label
803d2b10			ATMBOSSBARSCALEY								Data Label
803d2368			i_cratetypedata								Data Label
803d3320			GS_BlendDest								Data Label
803d43a4			WesternCountdown								Data Label
80346774			SpaceStationList								Data Label
803d2fe0			edfile_handle								Data Label
8011d508			D3DTEXTUREDIRECTENCODE								Data Label
803d2d3c			CameraSeekSpeedAutoPilot								Data Label
8011f63c			D3DDIRTYFROMRENDERSTATE								Data Label
803d2ec4			BOLTHOMESEEKSPEED								Data Label
